source,target,full_text,normal_text,stemm_text,sentiment
@senopati1818,@babegini,@babegini @Heraloebss MBG Jadi Sorotan Dunia  @prabowo mengklaim MBG menjadi perhatian banyak negara karena skalanya yang luas dan kecepatan realisasinya dalam waktu kurang dari satu tahun   #LanjutkanMBG,mbg jadi sorotan dunia mengklaim mbg menjadi perhatian banyak negara karena skalanya yang luas dan kecepatan realisasinya dalam waktu kurang dari satu tahun,mbg sorot dunia klaim mbg perhati negara skala luas cepat realisasi,positive
@Pengejar_Visi,@narkosun,"@narkosun Pak @prabowo , ada 2 hasil survey penilaian kepuasan publik thdp kinerja pemerintahan selama 1 tahun kepemimpinan bapak dan wakil. Hasil survey yg satu menyenangkan namun meninabobokan, sedangkan hasil survey yg lain kurang menyenangkan dan malah menggelisahkan, pilih mana pak ?",pak ada hasil survey penilaian kepuasan publik terhadap kinerja pemerintahan selama tahun kepemimpinan bapak dan wakil hasil survey yang satu menyenangkan namun meninabobokan sedangkan hasil survey yang lain kurang menyenangkan dan malah menggelisahkan pilih mana pak,hasil survey nilai puas publik kinerja pemerintah pimpin wakil hasil survey senang ninabobo hasil survey senang gelisah pilih,neutral
@pambudiPati,@Outstandjing,@Outstandjing Satu tahun Prabowo-Gibran https://t.co/zKCKsMgbpT,satu tahun prabowo gibran,prabowo gibran,neutral
@yono_1977,@aelyndia,"@aelyndia @ShandyHarahap @salam4jari Narasi template yg terus di ulang², tahun 2009 Prabowo maju ama Megawati, SKCK keluar bukti bahwa di Bersih. Presiden nya SBY loh salah satu anggota DKP, kan bisa kalau mau dijegal. CLEAR.  Beberapa orang spt HT, Pius, DM adalah pendukungnya. Lbh baik seh otak loe di restart dulu",narasi template yang terus di ulang tahun prabowo maju sama megawati skck keluar bukti bahwa di bersih presiden nya surabaya loh salah satu anggota dkp kan bisa kalau mau dijegal clear beberapa orang seperti hati pius dm adalah pendukungnya lebih baik sih otak lo di restart dulu,narasi template ulang prabowo maju megawati skck bukti bersih presiden surabaya loh salah anggota dkp jegal clear orang hati pius dm dukung otak lo restart,negative
@Mas_An74,@ntbd97__,@ntbd97__ Satu tahun rakyat sdah bisa merasakan kinerja dari Pak Prabowo khususnya hunian lewat Rumah Untuk Semua,satu tahun rakyat sudah bisa merasakan kinerja dari pak prabowo khususnya hunian lewat rumah untuk semua,rakyat rasa kinerja prabowo huni rumah,positive
@najmanasir219,@ntbd97__,@ntbd97__ satu tahun pemerintahan presiden Prabowo telah meluncurkan program  Rumah Untuk Semua Suatu pencapaian yg baik,satu tahun pemerintahan presiden prabowo telah meluncurkan program rumah untuk semua suatu pencapaian yang baik,pemerintah presiden prabowo luncur program rumah capai,positive
@AndriAgust36729,@kurawa,"@kurawa Jkw 10 thn dan Prabowo satu tahun JD presiden ,klau mereka waktu 11 THN lebih cukup berantas perjudian di Indonesia  yaitu darat dan online ,kalau gagal bilang aja gagal",jkw tahun dan prabowo satu tahun jadi presiden kalau mereka waktu tahun lebih cukup berantas perjudian di indonesia yaitu darat dan online kalau gagal bilang saja gagal,jkw prabowo presiden berantas judi indonesia darat online gagal bilang gagal,negative
@jamalia_mand,@nadialinsriati_,@nadialinsriati_ Satu tahun Prabowo-Gibran dan Indonesia makin naik level #1TahunPrabowoGibran,satu tahun prabowo gibran dan indonesia makin naik level,prabowo gibran indonesia level,positive
@lucian_toro98,@nopal_hardi,"@nopal_hardi Satu tahun penuh dedikasi, Prabowo-Gibran benar-benar kasih perubahan #1TahunPrabowoGibran",satu tahun penuh dedikasi prabowo gibran benar benar kasih perubahan,penuh dedikasi prabowo gibran kasih ubah,positive
@giannakamala,@ANTARA_JATENG,"@ANTARA_JATENG Satu tahun kepeminpinan Prabowo Gibran menandai akhir era ketakutan terhadap koruptor, tak ada lagi yang kebal hukum. #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/OfLCC2c13G",satu tahun kepeminpinan prabowo gibran menandai akhir era ketakutan terhadap koruptor tak ada lagi yang kebal hukum,kepeminpinan prabowo gibran tanda era takut koruptor kebal hukum,positive
@azimah_liqati2,@IndonesiaJadi,"@IndonesiaJadi Satu tahun berjalan, kinerja Presiden Prabowo terbukti bawa hasil ke pelaku UMKM",satu tahun berjalan kinerja presiden prabowo terbukti bawa hasil ke pelaku umkm,jalan kinerja presiden prabowo bukti bawa hasil laku umkm,positive
@penantihujan888,@NelsonManc81647,"@NelsonManc81647 @M45Broo_ Gibran itu kerjanya apa sih? Selama satu tahun dia gak ngapa²in deh, hanya bagi² susu ke sekolah² &amp; keliling ngabisin Pertamax Oposan. Yang kerja kan hanya Prabowo, Mentri²nya &amp; para Kepala Daerah.",gibran itu kerjanya apa sih selama satu tahun dia enggak ngapa in deh hanya bagi susu ke sekolah amp keliling ngabisin pertamax oposan yang kerja kan hanya prabowo mentri nya amp para kepala daerah,gibran kerja ngapa in susu sekolah keliling ngabisin pertamax oposan kerja prabowo tri kepala daerah,negative
@Togar2013,@Urrangawak,"@Urrangawak Hanya warga yg menerima beras dr gibran yg akan mengatakan kinerja gibrsn memuaskan. Satu tahun pemerintahan Prabowo, kerja gibran hanya jalan-jalan dan bagi semako 🥵🥵🥵",hanya warga yang menerima beras dari gibran yang akan mengatakan kinerja gibrsn memuaskan satu tahun pemerintahan prabowo kerja gibran hanya jalan jalan dan bagi semako,warga terima beras gibran kinerja gibrsn muas pemerintah prabowo kerja gibran jalan jalan semako,positive
@rafka_elmarez,@widya_winarsih,"@widya_winarsih Nggak gampang jaga stabilitas, tapi satu tahun ini Prabowo-Gibran buktikan mampu dengan kebijakan yang responsif #1thnPrabowoGibran",enggak gampang jaga stabilitas tapi satu tahun ini prabowo gibran buktikan mampu dengan kebijakan yang responsif,gampang jaga stabilitas prabowo gibran bukti bijak responsif,positive
@siti_rahma055,@widya_winarsih,@widya_winarsih Pertumbuhan makin nyata semenjak satu tahun Prabowo-Gibran pegang kendali dengan kebijakan yang terbuka buat semua #1thnPrabowoGibran,pertumbuhan makin nyata semenjak satu tahun prabowo gibran pegang kendali dengan kebijakan yang terbuka buat semua,tumbuh nyata semenjak prabowo gibran pegang kendali bijak buka,positive
@nadiakputri,@qwertoos,"@qwertoos Bjir… ku dapet komentar CISDI soal minuman/makanan UPF yang kurleb kayak ginian di MBG…. Emang kudu dipantau terus sih, minum beginian sekali dua kali teguk, bisa hiperaktif buat orang dewasa, apalagi anak2: https://t.co/Wf5oERwMru",bjir ku dapat komentar cisdi soal minuman makanan upf yang kurleb kayak beginian di mbg memang kudu dipantau terus sih minum beginian sekali dua kali teguk bisa hiperaktif buat orang dewasa apalagi anak,bjir ku komentar cisdi minum makan upf kurleb kayak mbg kudu pantau minum kali teguk hiperaktif orang dewasa anak,negative
@adam_malik88,@widya_winarsih,"@widya_winarsih Satu tahun berlalu, Prabowo-Gibran konsisten utamakan pertumbuhan dan stabilitas lewat kebijakan yang denger suara rakyat #1thnPrabowoGibran",satu tahun berlalu prabowo gibran konsisten utamakan pertumbuhan dan stabilitas lewat kebijakan yang dengar suara rakyat,prabowo gibran konsisten utama tumbuh stabilitas bijak dengar suara rakyat,positive
@kiran_basroni,@putrasolopan,"@putrasolopan @Jumianto_RK lhaa saya baca kebanyakan geli komen para termul apa saja  selalu ḍihubungkan dengan pilpres, padạhạl kita sudah dapat presiden prabowo daribhasil pilpres dan sudah satu tahun lalu, cerdas sedikit.",lhaa saya baca kebanyakan geli komen para termul apa saja selalu ihubungkan dengan pilpres pad h l kita sudah dapat presiden prabowo daribhasil pilpres dan sudah satu tahun lalu cerdas sedikit,lhaa baca banyak geli komen termul ihubungkan pilpres pad h l presiden prabowo daribhasil pilpres cerdas,negative
@femmepride16,@Gallery_Intana,"@Gallery_Intana @Y4mahaYZF prabowo sulit dilawan emg, tp target prabowo kan satu putaran? 10 tahun udh terbukti prabowo tanpa pemilih Jokowi msh dibawah 50%  bisa jd yg haus berkuasa kyk N****m gaet Gibran utk jd Capres klo Prabowo lepas Gibran di 2029. parpol besar lain akan loyal ke prabowo kcuali PD*P",prabowo sulit dilawan memang tapi target prabowo kan satu putaran tahun sudah terbukti prabowo tanpa pemilih jokowi masih dibawah bisa jadi yang haus berkuasa kayak n sama gaet gibran untuk jadi capres kalo prabowo lepas gibran di parpol besar lain akan loyal ke prabowo kcuali pada p,prabowo sulit lawan target prabowo putar bukti prabowo pilih jokowi bawah haus kuasa kayak n gaet gibran capres kalo prabowo lepas gibran parpol loyal prabowo kcuali p,positive
@ismail_mail223,@adinata_guna1,"@adinata_guna1 Dalam satu tahun, Prabowo dan tim udah mulai benerin banyak sektor penting buat kehidupan rakyat",dalam satu tahun prabowo dan tim sudah mulai benerin banyak sektor penting buat kehidupan rakyat,prabowo tim benerin sektor hidup rakyat,positive
@Fadlipenyair12,@geloraco,"@geloraco https://t.co/s9uJjRw928 -  Meski baru sebulan lebih masuk Kabinet Merah Putih , Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menjadi sorotan publik. Bahkan, di beberapa survei Satu Tahun Prabowo-Gibran, Purbaya dinilai memiliki kinerja baik.yg pwnting kan Niat baiknya toh min😁",meski baru sebulan lebih masuk kabinet merah putih menteri keuangan menkeu purbaya yudhi sadewa menjadi sorotan publik bahkan di beberapa survei satu tahun prabowo gibran purbaya dinilai memiliki kinerja baik yang pwnting kan niat baiknya toh min,bulan masuk kabinet merah putih menteri uang menkeu purbaya yudhi sadewa sorot publik survei prabowo gibran purbaya nilai milik kinerja pwnting niat baik min,neutral
@sarale_calie25,@adinata_guna1,"@adinata_guna1 Kebijakan satu tahun Prabowo bener-bener nongol ke permukaan, langsung nyentuh kehidupan masyarakat",kebijakan satu tahun prabowo benar benar nongol ke permukaan langsung nyentuh kehidupan masyarakat,bijak prabowo nongol muka langsung nyentuh hidup masyarakat,positive
@ptr_sdrmn5567,@adinata_guna1,"@adinata_guna1 Liat satu tahun kiprah Prabowo, gue jadi makin yakin Indonesia bisa maju, programnya jelas pro-rakyat banget",lihat satu tahun kiprah prabowo gue jadi makin yakin indonesia bisa maju programnya jelas pro rakyat banget,lihat kiprah prabowo gue indonesia maju program pro rakyat banget,positive
@hu_maira13,@adinata_guna1,"@adinata_guna1 Hidup makin nyaman berkat kebijakan satu tahun Prabowo, semoga bisa terus konsisten buat rakyat",hidup makin nyaman berkat kebijakan satu tahun prabowo semoga bisa terus konsisten buat rakyat,hidup nyaman berkat bijak prabowo moga konsisten rakyat,positive
@syah_rena6,@adinata_guna1,@adinata_guna1 Momen satu tahun ini ngebuktiin Prabowo nggak sekadar kata-kata langsung bisa dilihat hasilnya,momen satu tahun ini membuktikan prabowo enggak sekadar kata kata langsung bisa dilihat hasilnya,momen bukti prabowo langsung hasil,positive
@safiya_indryni,@adinata_guna1,@adinata_guna1 Kebijakan-kebijakan satu tahun Prabowo beneran fokus menyejahterakan masyarakat,kebijakan kebijakan satu tahun prabowo benaran fokus menyejahterakan masyarakat,bijak bijak prabowo benar fokus sejahtera masyarakat,neutral
@Sunyisejati,@enoliska_,"@enoliska_ Selama satu tahun, apakah Bapak sudah menangkap koruptor yg Bapak kejar sampai ke Antarmuka itu lebih dari jumlah ini???  Ataukah minimal sama pak???  @prabowo",selama satu tahun apakah bapak sudah menangkap koruptor yang bapak kejar sampai ke antarmuka itu lebih dari jumlah ini ataukah minimal sama pak,tangkap koruptor kejar antarmuka minimal,negative
@giannakamala,@CilacapKekinian,@CilacapKekinian Satu tahun kepemimpinan Presiden Prabowo Gibran menandai akhir era ketakutan terhadap koruptor. #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/6j0PW5C21o,satu tahun kepemimpinan presiden prabowo gibran menandai akhir era ketakutan terhadap koruptor,pimpin presiden prabowo gibran tanda era takut koruptor,positive
@Lnaanggraini100,@Arti_SebuahRasa,"@Arti_SebuahRasa benar sekali,sampai saat ini sudah ada 166 sekolah rakyat telah melayani masyarakat miskin. ini capaian satu tahun pemerintahan prabowo-gibran dalam memeratakan pendidikan. #BangunNegriBersamPemuda",benar sekali sampai saat ini sudah ada sekolah rakyat telah melayani masyarakat miskin ini capaian satu tahun pemerintahan prabowo gibran dalam memeratakan pendidikan,sekolah rakyat layan masyarakat miskin capai pemerintah prabowo gibran perata didik,positive
@yourbaeru,@BlackBe2423,"@BlackBe2423 Sudah satu tahun pemerintahan bersama prabowo-gibran,  mari kita bersama-sama #BangunNegriBersamPemuda 👍🏻😁",sudah satu tahun pemerintahan bersama prabowo gibran mari kita bersama sama,pemerintah prabowo gibran mari,positive
@Saniaalmahyra02,@Sasha_Mariskaa,"@Sasha_Mariskaa Luar biasa! 👏 Selama satu tahun pemerintahan Prabowo–Gibran, fokus pada digitalisasi ekonomi benar-benar terasa dampaknya. Langkah nyata seperti pembentukan koperasi berbadan hukum  #BangunNegriBersamPemuda",luar biasa selama satu tahun pemerintahan prabowo gibran fokus pada digitalisasi ekonomi benar benar terasa dampaknya langkah nyata seperti pembentukan koperasi berbadan hukum,pemerintah prabowo gibran fokus digitalisasi ekonomi dampak langkah nyata bentuk koperasi badan hukum,positive
@Putridaisy45,@ihaewons,@ihaewons ga terasa udah satu tahun pemerintahan prabowo menuju fondasi kuat indonesia yang mandiri dan sejahtera ✨ #BangunNegriBersamPemuda,enggak terasa sudah satu tahun pemerintahan prabowo menuju fondasi kuat indonesia yang mandiri dan sejahtera,pemerintah prabowo fondasi kuat indonesia mandiri sejahtera,positive
@disqiramadan,@Berburudsknan,@Berburudsknan lanjutkan satu tahun pemerintahan bapak prabowo semakin peduli rakyat dan tetap komitmen kemajuan #BangunNegriBersamPemuda,lanjutkan satu tahun pemerintahan bapak prabowo semakin peduli rakyat dan tetap komitmen kemajuan,lanjut pemerintah prabowo peduli rakyat komitmen maju,positive
@LintangPut87856,@Berburudsknan,@Berburudsknan Satu tahun pemerintahan Pak Prabowo. Terima kasih atas program yang menyehatkan tubuh dan mencerdaskan pikiran bangsa.  #BangunNegriBersamPemuda,satu tahun pemerintahan pak prabowo terima kasih atas program yang menyehatkan tubuh dan mencerdaskan pikiran bangsa,pemerintah prabowo terima kasih program sehat tubuh cerdas pikir bangsa,positive
@Fithfith,@Sasha_Mariskaa,@Sasha_Mariskaa wow satu tahun udah berjalan. banyak membawa perubahan. maju terus prabowo gibran #BangunNegriBersamPemuda,wow satu tahun sudah berjalan banyak membawa perubahan maju terus prabowo gibran,wow jalan bawa ubah maju prabowo gibran,positive
@RiskiPrata16481,@Arti_SebuahRasa,"@Arti_SebuahRasa Satu Tahun Pemerintahan Prabowo­–Gibran, 166 Sekolah Rakyat sudah Melayani Masyarakat Miskin” — di InfoPublik: https://t.co/TXqk9cPYQ2",satu tahun pemerintahan prabowo gibran sekolah rakyat sudah melayani masyarakat miskin di infopublik,pemerintah prabowo gibran sekolah rakyat layan masyarakat miskin infopublik,positive
@jindra_hutama,@basya_hifah,"@basya_hifah Pencapaian satu tahun Prabowo beneran luar biasa, Indonesia sekarang lebih optimis dan sejahtera",pencapaian satu tahun prabowo benaran luar biasa indonesia sekarang lebih optimis dan sejahtera,capai prabowo benar indonesia optimis sejahtera,positive
@RayyanrRamadan,@tvOneNews,@tvOneNews Menurut saya inflasi di satu tahun pak prabowo tidak terlalu berdampak pada masyarakat.. buktinya ketersediaan pangan dan ekonomi masyarakat masih stabil.. kita lihat saja kedepannya.. inflasi akan ditekan semaksimal mungkin oleh pemerintah kita saat ini,menurut saya inflasi di satu tahun pak prabowo tidak terlalu berdampak pada masyarakat buktinya ketersediaan pangan dan ekonomi masyarakat masih stabil kita lihat saja kedepannya inflasi akan ditekan semaksimal mungkin oleh pemerintah kita saat ini,inflasi prabowo dampak masyarakat bukti sedia pangan ekonomi masyarakat stabil lihat depan inflasi tekan maksimal pemerintah,positive
@dzikri_rama25,@basya_hifah,"@basya_hifah Satu tahun Prabowo, langsung bisa lihat perbedaannya, pengangguran dan kemiskinan turun drastis",satu tahun prabowo langsung bisa lihat perbedaannya pengangguran dan kemiskinan turun drastis,prabowo langsung lihat beda anggur miskin turun drastis,positive
@TasyaAmara41424,@tempodotco,"@tempodotco Pak @prabowo  tolong deh... sikaaat ajaaaa ini mahluk satu ini seanak cucunya. Jelas kaaan gimana 10 tahun kita dipresidenin orang sakit jiwa. Yakin deh... kalau ini dibersihkan, negara ini turun tensi. Tegas pak. Perlihatkan ke rakyat bahwa bapak berani dan sehebat itu.",pak tolong deh sikaaat ajaaaa ini mahluk satu ini seanak cucunya jelas kan bagaimana tahun kita dipresidenin orang sakit jiwa yakin deh kalau ini dibersihkan negara ini turun tensi tegas pak perlihatkan ke rakyat bahwa bapak berani dan sehebat itu,tolong sikaaat ajaaaa mahluk anak cucu dipresidenin orang sakit jiwa bersih negara turun tensi lihat rakyat berani hebat,negative
@WebyWiguna18,@BangPino__,"@BangPino__ Menteri satu ini dipecat aja atau kalau di Reshuffle biar jadi Menteri Kehutanan. Dan officenya juga sebaiknya ditengah hutan. Apa presentasi kerjanya dalam 1 tahun Pemerintahan Pak Prabowo, coba? https://t.co/hDNEuIyJkl",menteri satu ini dipecat saja atau kalau di reshuffle biar jadi menteri kehutanan dan officenya juga sebaiknya ditengah hutan apa presentasi kerjanya dalam tahun pemerintahan pak prabowo coba,menteri pecat reshuffle biar menteri hutan officenya tengah hutan presentasi kerja pemerintah prabowo coba,negative
@rahminabd03,@whiplasl,"@whiplasl luar biasa, naiknya investasi di indonesia adalah bukti nyata satu tahun kepemimpinan prabowo-gibran, semoga generasi muda juga semakin semangat membangun bangsa #PemudaKuatIndonesiaHebat",luar biasa naiknya investasi di indonesia adalah bukti nyata satu tahun kepemimpinan prabowo gibran semoga generasi muda juga semakin semangat membangun bangsa,naik investasi indonesia bukti nyata pimpin prabowo gibran moga generasi muda semangat bangun bangsa,positive
@Arziky28067,@_riverheaven,"@_riverheaven Pemerintahan Prabowo–Gibran baru berjalan satu tahun, kok lompatannya jauh sekali sampai ke 2029? 😅  PSI tetap fokus mendukung program pemerintah, bukan sibuk bikin isu politik yang menyesatkan.",pemerintahan prabowo gibran baru berjalan satu tahun kok lompatannya jauh sekali sampai ke psi tetap fokus mendukung program pemerintah bukan sibuk bikin isu politik yang menyesatkan,pemerintah prabowo gibran jalan lompat psi fokus dukung program pemerintah sibuk bikin isu politik sesat,positive
@hudakalimullah,@cakimiNOW,@cakimiNOW Capaian yg luar biasa dari Menko PM berjalannya satu tahun Pemerintahan President Prabowo. Trus meningkat tahun berikutnya.,capaian yang luar biasa dari menko pm berjalannya satu tahun pemerintahan president prabowo terus meningkat tahun berikutnya,capai menko pm jalan pemerintah president prabowo tingkat,positive
@siti_rahma055,@jinawi_kuswoyo,"@jinawi_kuswoyo Selain memperkuat ekonomi, satu tahun Prabowo-Gibran makin banyak program yang blusukan ke masyarakat #1thnPrabowoGibran",selain memperkuat ekonomi satu tahun prabowo gibran makin banyak program yang blusukan ke masyarakat,kuat ekonomi prabowo gibran program blusukan masyarakat,positive
@IniTrenggalek,@DivHumas_Polri,"@DivHumas_Polri Presiden RI @prabowo memimpin langsung pemusnahan 2,1 ton dari 214,84 ton narkoba senilai Rp29,37 triliun hasil pengungkapan Polri selama satu tahun terakhir di Lapangan Bhayangkara, Jakarta Selatan, Rabu (29/10).  #SelamatkanGenerasiBangsa  Semangat Melindungi Indonesia https://t.co/eL2vnZviwg",presiden ri memimpin langsung pemusnahan ton dari ton narkoba senilai rp triliun hasil pengungkapan polri selama satu tahun terakhir di lapangan bhayangkara jakarta selatan rabu semangat melindungi indonesia,presiden ri pimpin langsung musnah ton ton narkoba nila rp triliun hasil ungkap polri lapang bhayangkara jakarta selatan rabu semangat lindung indonesia,positive
@ochaaa777,@sabrinnias,@sabrinnias satu tahun pemerintahan prabowo sudah banyak kasus narkoba yang terungkap! #SelamatkanGenerasiBangsa Semangat Melindungi Indonesia,satu tahun pemerintahan prabowo sudah banyak kasus narkoba yang terungkap semangat melindungi indonesia,pemerintah prabowo narkoba ungkap semangat lindung indonesia,positive
@kasehsaulmouk,@geloraco,@geloraco Sudah satu tahun lebih apa pak @prabowo tak gerah melihat intervensi @jokowi mulai dari menitip termul sbg komisaris sampai kapolri dan kejagung. Bersikaplah pak presiden. https://t.co/amlATTB9Pi,sudah satu tahun lebih apa pak tak gerah melihat intervensi mulai dari menitip termul sebagai komisaris sampai kapolri dan kejagung bersikaplah pak presiden,gerah intervensi titip termul komisaris kapolri jagung sikap presiden,negative
@taufik_hidayt45,@basya_hifah,"@basya_hifah Pendidikan adil dan berkualitas itu bukan mimpi lagi, satu tahun Prabowo-Gibran buktikan dengan aksi bukan kata #1thnPrabowoGibran",pendidikan adil dan berkualitas itu bukan mimpi lagi satu tahun prabowo gibran buktikan dengan aksi bukan kata,didik adil kualitas mimpi prabowo gibran bukti aksi,positive
@tegar_anugrah03,@FJujior15765,@FJujior15765 @jatamnas Satu tahun Prabowo Gibran beri harapan segar untuk ekonomi kerakyatan di seluruh Indonesia,satu tahun prabowo gibran beri harapan segar untuk ekonomi kerakyatan di seluruh indonesia,prabowo gibran harap segar ekonomi rakyat indonesia,neutral
@d3N1_4,@DedynurPalakka,"@DedynurPalakka @Fahrihamzah Sayangnya sdh satu tahun pemerintahan baru, msh ada orang yg mrasa ini tahun ke-11 pemerintahan yg lama. Sakit hati trnyata bsa bkin lupa kalau kompetisi ada garis finish nya.  Narasi² rekonsiliasi dr Pak Prabowo dan Bang Fahri ini smoga bisa menyadarkan pentingnya persatuan.💪🇲🇨",sayangnya sudah satu tahun pemerintahan baru masih ada orang yang mrasa ini tahun ke pemerintahan yang lama sakit hati ternyata bisa bikin lupa kalau kompetisi ada garis finish nya narasi rekonsiliasi dari pak prabowo dan bang fahri ini semoga bisa menyadarkan pentingnya persatuan,sayang pemerintah orang mrasa pemerintah sakit hati bikin lupa kompetisi garis finish narasi rekonsiliasi prabowo bang fahri moga sadar satu,negative
@anies_firda,@FJujior15765,"@FJujior15765 @jatamnas Baru satu tahun, perubahan ekonomi di bawah Prabowo Gibran udah bener-bener terasa",baru satu tahun perubahan ekonomi di bawah prabowo gibran sudah benar benar terasa,ubah ekonomi prabowo gibran,negative
@mrevanoc,@tempodotco,"@tempodotco Pak @prabowo, tolong pak...  Hentikan prank bapak dan pemerintah, ini sudah satu tahun masa jabatan, kami paham bapak suka guyon tapi jangan kelamaan kami di-prank, nunggu punchline apa lagi....",pak tolong pak hentikan prank bapak dan pemerintah ini sudah satu tahun masa jabatan kami paham bapak suka guyon tapi jangan kelamaan kami di prank menunggu punchline apa lagi,tolong henti prank pemerintah jabat paham suka guyon prank tunggu punchline,negative
@Zyan1378,@Syarman59,"@Syarman59 @prabowo @HarianTeddy_ID @bang_dasco Huss pak Prabowo lagi sibuk urusan luar negeri, jadwal padat sampai akhir tahun dari satu konferensi ke konferesi lain, masalah MBG apalagi ijazah palsu mohon dirameiin terus...eh jangan diramein.",huss pak prabowo lagi sibuk urusan luar negeri jadwal padat sampai akhir tahun dari satu konferensi ke konferesi lain masalah mbg apalagi ijazah palsu mohon dirameiin terus eh jangan diramein,huss prabowo sibuk urus negeri jadwal padat konferensi konferesi mbg ijazah palsu mohon dirameiin diramein,negative
